LocationType,Location,TimeFrame,DataFormat,Data
State,Hawaii,1997,"Rate per 1,000",6.6
State,Hawaii,1997,Number,114
State,Hawaii,1998,Number,121
State,Hawaii,1999,"Rate per 1,000",7
State,Hawaii,1999,Number,120
State,Hawaii,1998,"Rate per 1,000",6.9
State,Hawaii,2000,Number,142
State,Hawaii,2000,"Rate per 1,000",8.1
State,Hawaii,2001,"Rate per 1,000",6.2
State,Hawaii,2002,Number,127
State,Hawaii,2002,"Rate per 1,000",7.3
State,Hawaii,2001,Number,106
State,Hawaii,2003,"Rate per 1,000",7.5
State,Hawaii,2003,Number,136
State,Hawaii,2004,Number,104
State,Hawaii,2005,"Rate per 1,000",6.5
State,Hawaii,2005,Number,116
State,Hawaii,2004,"Rate per 1,000",5.7
State,Hawaii,2006,Number,107
State,Hawaii,2006,"Rate per 1,000",5.6
State,Hawaii,2007,"Rate per 1,000",6.5
State,Hawaii,2007,Number,124
State,Hawaii,2008,Number,108
State,Hawaii,2008,"Rate per 1,000",5.5
State,Hawaii,2013,"Rate per 1,000",6.5
State,Hawaii,2013,Number,124
State,Hawaii,2018,Number,116
State,Hawaii,2018,"Rate per 1,000",6.8
State,Hawaii,2010,Number,117
State,Hawaii,2009,Number,116
State,Hawaii,2009,"Rate per 1,000",6.1
State,Hawaii,2015,"Rate per 1,000",5.9
State,Hawaii,2010,"Rate per 1,000",6.2
State,Hawaii,2012,"Rate per 1,000",5
State,Hawaii,2015,Number,108
State,Hawaii,2011,Number,101
State,Hawaii,2012,Number,94
State,Hawaii,2011,"Rate per 1,000",5.3
State,Hawaii,2014,Number,83
State,Hawaii,2014,"Rate per 1,000",4.5
State,Hawaii,2016,"Rate per 1,000",6.1
State,Hawaii,2016,Number,110
State,Hawaii,2017,Number,92
State,Hawaii,2017,"Rate per 1,000",5.3
State,Idaho,2017,"Rate per 1,000",4.6
State,Idaho,2017,Number,102
State,Idaho,2016,Number,137
State,Idaho,2016,"Rate per 1,000",6.1
State,Idaho,2014,"Rate per 1,000",5.5
State,Idaho,2014,Number,125
State,Idaho,2011,"Rate per 1,000",5
State,Idaho,2012,Number,123
State,Idaho,2011,Number,112
State,Idaho,2015,Number,106
State,Idaho,2012,"Rate per 1,000",5.4
State,Idaho,2010,"Rate per 1,000",4.8
State,Idaho,2015,"Rate per 1,000",4.6
State,Idaho,2009,"Rate per 1,000",5.4
State,Idaho,2009,Number,129
State,Idaho,2010,Number,112
State,Idaho,2018,"Rate per 1,000",5.1
State,Idaho,2018,Number,109
State,Idaho,2013,Number,126
State,Idaho,2013,"Rate per 1,000",5.6
State,Idaho,2008,"Rate per 1,000",5.9
State,Idaho,2008,Number,149
State,Idaho,2007,Number,169
State,Idaho,2007,"Rate per 1,000",6.8
State,Idaho,2006,"Rate per 1,000",6.8
State,Idaho,2006,Number,165
State,Idaho,2005,Number,141
State,Idaho,2005,"Rate per 1,000",6.1
State,Idaho,2004,"Rate per 1,000",6.2
State,Idaho,2004,Number,139
State,Idaho,2003,Number,138
State,Idaho,2003,"Rate per 1,000",6.3
State,Idaho,2001,Number,129
State,Idaho,2002,"Rate per 1,000",6.1
State,Idaho,2002,Number,128
State,Idaho,2001,"Rate per 1,000",6.2
State,Idaho,2000,"Rate per 1,000",7.5
State,Idaho,2000,Number,153
State,Idaho,1998,"Rate per 1,000",7.2
State,Idaho,1999,Number,134
State,Idaho,1999,"Rate per 1,000",6.7
State,Idaho,1998,Number,140
State,Idaho,1997,Number,127
State,Idaho,1997,"Rate per 1,000",6.8
State,Idaho,1995,Number,110
State,Idaho,1996,"Rate per 1,000",7.4
State,Idaho,1996,Number,137
State,Idaho,1995,"Rate per 1,000",6.1
State,Idaho,1994,"Rate per 1,000",6.9
State,Idaho,1994,Number,121
State,Idaho,1993,Number,125
State,Idaho,1992,"Rate per 1,000",8.8
State,Idaho,1993,"Rate per 1,000",7.2
State,Idaho,1992,Number,152
State,Idaho,1991,Number,146
State,Idaho,1991,"Rate per 1,000",8.7
State,Idaho,1990,"Rate per 1,000",8.7
State,Idaho,1990,Number,143
State,Illinois,1990,Number,2104
State,Illinois,1990,"Rate per 1,000",10.7
State,Illinois,1991,"Rate per 1,000",10.7
State,Illinois,1991,Number,2083
State,Illinois,1992,Number,1927
State,Illinois,1993,"Rate per 1,000",9.9
State,Illinois,1992,"Rate per 1,000",10.1
State,Illinois,1993,Number,1880
State,Illinois,1994,Number,1753
State,Illinois,1994,"Rate per 1,000",9.3
State,Illinois,1995,"Rate per 1,000",9.4
State,Illinois,1996,Number,1582
State,Illinois,1996,"Rate per 1,000",8.6
State,Illinois,1995,Number,1744
State,Illinois,1997,"Rate per 1,000",8.4
State,Illinois,1997,Number,1523
State,Illinois,1998,Number,1539
State,Illinois,1999,"Rate per 1,000",8.5
State,Illinois,1999,Number,1550
State,Illinois,1998,"Rate per 1,000",8.4
State,Illinois,2000,Number,1568
State,Illinois,2000,"Rate per 1,000",8.5
State,Illinois,2001,"Rate per 1,000",7.7
State,Illinois,2002,Number,1339
State,Illinois,2002,"Rate per 1,000",7.4
State,Illinois,2001,Number,1413
State,Illinois,2003,"Rate per 1,000",7.7
State,Illinois,2003,Number,1412
State,Illinois,2004,Number,1349
State,Illinois,2004,"Rate per 1,000",7.5
State,Illinois,2005,"Rate per 1,000",7.4
State,Illinois,2005,Number,1328
State,Illinois,2006,Number,1309
State,Illinois,2006,"Rate per 1,000",7.2
State,Illinois,2007,"Rate per 1,000",6.7
State,Illinois,2007,Number,1217
State,Illinois,2008,Number,1256
State,Illinois,2008,"Rate per 1,000",7.1
State,Illinois,2013,"Rate per 1,000",6
State,Illinois,2013,Number,942
State,Illinois,2018,Number,942
State,Illinois,2018,"Rate per 1,000",6.5
State,Illinois,2010,Number,1118
State,Illinois,2009,Number,1177
State,Illinois,2009,"Rate per 1,000",6.9
State,Illinois,2015,"Rate per 1,000",6
State,Illinois,2010,"Rate per 1,000",6.8
State,Illinois,2012,"Rate per 1,000",6.5
State,Illinois,2015,Number,953
State,Illinois,2011,Number,1051
State,Illinois,2012,Number,1032
State,Illinois,2011,"Rate per 1,000",6.5
State,Illinois,2014,Number,1045
State,Illinois,2014,"Rate per 1,000",6.6
State,Illinois,2016,"Rate per 1,000",6.3
State,Illinois,2016,Number,980
State,Illinois,2017,Number,912
State,Illinois,2017,"Rate per 1,000",6.1
State,Indiana,2017,"Rate per 1,000",7.3
State,Indiana,2017,Number,600
State,Indiana,2016,Number,620
State,Indiana,2016,"Rate per 1,000",7.5
State,Indiana,2014,"Rate per 1,000",7.1
State,Indiana,2014,Number,595
State,Indiana,2011,"Rate per 1,000",7.7
State,Indiana,2012,Number,557
State,Indiana,2015,Number,611
State,Indiana,2011,Number,644
State,Indiana,2012,"Rate per 1,000",6.7
State,Indiana,2010,"Rate per 1,000",7.6
State,Indiana,2015,"Rate per 1,000",7.3
State,Indiana,2009,"Rate per 1,000",7.8
State,Indiana,2009,Number,678
State,Indiana,2010,Number,640
State,Indiana,2018,"Rate per 1,000",6.8
State,Indiana,2018,Number,556
State,Indiana,2013,Number,600
State,Indiana,2013,"Rate per 1,000",7.2
State,Indiana,2008,"Rate per 1,000",6.9
State,Indiana,2008,Number,614
State,Indiana,2007,Number,681
State,Indiana,2007,"Rate per 1,000",7.6
State,Indiana,2006,"Rate per 1,000",8
State,Indiana,2006,Number,708
State,Indiana,2005,Number,698
State,Indiana,2005,"Rate per 1,000",8
State,Indiana,2004,"Rate per 1,000",8
State,Indiana,2004,Number,700
State,Indiana,2003,Number,661
State,Indiana,2003,"Rate per 1,000",7.6
State,Indiana,2001,Number,650
State,Indiana,2002,"Rate per 1,000",7.7
State,Indiana,2002,Number,657
State,Indiana,2001,"Rate per 1,000",7.5
State,Indiana,2000,"Rate per 1,000",7.8
State,Indiana,2000,Number,685
State,Indiana,1998,"Rate per 1,000",7.6
State,Indiana,1999,Number,686
State,Indiana,1999,"Rate per 1,000",8
State,Indiana,1998,Number,649
State,Indiana,1997,Number,682
State,Indiana,1997,"Rate per 1,000",8.2
State,Indiana,1995,Number,692
State,Indiana,1996,"Rate per 1,000",8.7
State,Indiana,1996,Number,726
State,Indiana,1995,"Rate per 1,000",8.4
State,Indiana,1994,"Rate per 1,000",8.8
State,Indiana,1994,Number,728
State,Indiana,1993,Number,769
State,Indiana,1992,"Rate per 1,000",9.4
State,Indiana,1993,"Rate per 1,000",9.2
State,Indiana,1992,Number,792
State,Indiana,1991,Number,781
State,Indiana,1991,"Rate per 1,000",9.1
State,Indiana,1990,"Rate per 1,000",9.6
State,Indiana,1990,Number,831
State,Iowa,1990,Number,319
State,Iowa,1990,"Rate per 1,000",8.1
State,Iowa,1991,"Rate per 1,000",8
State,Iowa,1991,Number,313
State,Iowa,1992,Number,309
State,Iowa,1993,"Rate per 1,000",6.9
State,Iowa,1992,"Rate per 1,000",8
State,Iowa,1993,Number,261
State,Iowa,1994,Number,277
State,Iowa,1994,"Rate per 1,000",7.5
State,Iowa,1995,"Rate per 1,000",8.2
State,Iowa,1996,Number,260
State,Iowa,1996,"Rate per 1,000",7
State,Iowa,1995,Number,301
State,Iowa,1997,"Rate per 1,000",6.2
State,Iowa,1997,Number,229
State,Iowa,1998,Number,246
State,Iowa,1999,"Rate per 1,000",5.7
State,Iowa,1999,Number,215
State,Iowa,1998,"Rate per 1,000",6.6
State,Iowa,2000,Number,247
State,Iowa,2000,"Rate per 1,000",6.5
State,Iowa,2001,"Rate per 1,000",5.6
State,Iowa,2002,Number,199
State,Iowa,2002,"Rate per 1,000",5.3
State,Iowa,2001,Number,212
State,Iowa,2003,"Rate per 1,000",5.6
State,Iowa,2003,Number,215
State,Iowa,2004,Number,195
State,Iowa,2004,"Rate per 1,000",5.1
State,Iowa,2005,"Rate per 1,000",5.3
State,Iowa,2005,Number,210
State,Iowa,2006,Number,208
State,Iowa,2006,"Rate per 1,000",5.1
State,Iowa,2007,"Rate per 1,000",5.5
State,Iowa,2007,Number,225
State,Iowa,2008,Number,228
State,Iowa,2008,"Rate per 1,000",5.7
State,Iowa,2013,"Rate per 1,000",4.1
State,Iowa,2013,Number,162
State,Iowa,2018,Number,191
State,Iowa,2018,"Rate per 1,000",5.1
State,Iowa,2010,Number,189
State,Iowa,2009,Number,182
State,Iowa,2009,"Rate per 1,000",4.6
State,Iowa,2015,"Rate per 1,000",4.2
State,Iowa,2010,"Rate per 1,000",4.9
State,Iowa,2012,"Rate per 1,000",5.3
State,Iowa,2011,"Rate per 1,000",4.7
State,Iowa,2011,Number,181
State,Iowa,2015,Number,166
State,Iowa,2012,Number,205
State,Iowa,2014,Number,191
State,Iowa,2014,"Rate per 1,000",4.8
State,Iowa,2016,"Rate per 1,000",6.1
State,Iowa,2016,Number,240
State,Iowa,2017,Number,203
State,Iowa,2017,"Rate per 1,000",5.3
State,Kansas,2017,"Rate per 1,000",6.1
State,Kansas,2017,Number,221
State,Kansas,2016,Number,225
State,Kansas,2016,"Rate per 1,000",5.9
State,Kansas,2014,"Rate per 1,000",6.3
State,Kansas,2014,Number,247
State,Kansas,2012,Number,254
State,Kansas,2015,Number,232
State,Kansas,2011,Number,247
State,Kansas,2011,"Rate per 1,000",6.2
State,Kansas,2012,"Rate per 1,000",6.3
State,Kansas,2010,"Rate per 1,000",6.2
State,Kansas,2015,"Rate per 1,000",5.9
State,Kansas,2009,"Rate per 1,000",7
State,Kansas,2009,Number,289
State,Kansas,2010,Number,253
State,Kansas,2018,"Rate per 1,000",6.5
State,Kansas,2018,Number,236
State,Kansas,2013,Number,250
State,Kansas,2013,"Rate per 1,000",6.4
State,Kansas,2008,"Rate per 1,000",7.3
State,Kansas,2008,Number,304
State,Kansas,2007,Number,333
State,Kansas,2007,"Rate per 1,000",7.9
State,Kansas,2006,"Rate per 1,000",7.1
State,Kansas,2006,Number,292
State,Kansas,2005,Number,294
State,Kansas,2005,"Rate per 1,000",7.4
State,Kansas,2004,"Rate per 1,000",7.2
State,Kansas,2004,Number,284
State,Kansas,2003,Number,262
State,Kansas,2003,"Rate per 1,000",6.6
State,Kansas,2002,"Rate per 1,000",7.1
State,Kansas,2002,Number,281
State,Kansas,2001,Number,287
State,Kansas,2001,"Rate per 1,000",7.4
State,Kansas,2000,"Rate per 1,000",6.8
State,Kansas,2000,Number,268
State,Kansas,1998,"Rate per 1,000",7
State,Kansas,1999,Number,283
State,Kansas,1999,"Rate per 1,000",7.3
State,Kansas,1998,Number,270
State,Kansas,1997,Number,276
State,Kansas,1997,"Rate per 1,000",7.4
State,Kansas,1995,Number,262
State,Kansas,1996,"Rate per 1,000",8.3
State,Kansas,1996,Number,306
State,Kansas,1995,"Rate per 1,000",7
State,Kansas,1994,"Rate per 1,000",7.7
State,Kansas,1994,Number,286
State,Kansas,1992,"Rate per 1,000",8.7
State,Kansas,1993,Number,330
State,Kansas,1993,"Rate per 1,000",8.8
State,Kansas,1992,Number,332
State,Kansas,1991,Number,335
State,Kansas,1991,"Rate per 1,000",8.9
State,Kansas,1990,"Rate per 1,000",8.4
State,Kansas,1990,Number,329
State,Kentucky,1990,Number,461
State,Kentucky,1990,"Rate per 1,000",8.5
State,Kentucky,1991,"Rate per 1,000",8.9
State,Kentucky,1991,Number,486
State,Kentucky,1992,Number,447
State,Kentucky,1993,"Rate per 1,000",8.2
State,Kentucky,1993,Number,432
State,Kentucky,1992,"Rate per 1,000",8.3
State,Kentucky,1994,Number,413
State,Kentucky,1994,"Rate per 1,000",7.8
State,Kentucky,1995,"Rate per 1,000",7.6
State,Kentucky,1996,Number,395
State,Kentucky,1996,"Rate per 1,000",7.5
State,Kentucky,1995,Number,400
State,Kentucky,1997,"Rate per 1,000",7.3
State,Kentucky,1997,Number,387
State,Kentucky,1998,Number,409
State,Kentucky,1999,"Rate per 1,000",7.6
State,Kentucky,1999,Number,411
State,Kentucky,1998,"Rate per 1,000",7.5
State,Kentucky,2000,Number,401
State,Kentucky,2000,"Rate per 1,000",7.2
State,Kentucky,2001,"Rate per 1,000",5.9
State,Kentucky,2001,Number,325
State,Kentucky,2002,Number,392
State,Kentucky,2002,"Rate per 1,000",7.2
State,Kentucky,2003,"Rate per 1,000",6.9
State,Kentucky,2003,Number,381
State,Kentucky,2004,Number,378
State,Kentucky,2004,"Rate per 1,000",6.8
State,Kentucky,2005,"Rate per 1,000",6.6
State,Kentucky,2005,Number,375
State,Kentucky,2006,Number,438
State,Kentucky,2006,"Rate per 1,000",7.5
State,Kentucky,2007,"Rate per 1,000",6.7
State,Kentucky,2007,Number,397
State,Kentucky,2008,Number,402
State,Kentucky,2008,"Rate per 1,000",6.9
State,Kentucky,2013,"Rate per 1,000",6.4
State,Kentucky,2013,Number,355
State,Kentucky,2018,Number,315
State,Kentucky,2018,"Rate per 1,000",5.8
State,Kentucky,2010,Number,379
State,Kentucky,2009,Number,397
State,Kentucky,2009,"Rate per 1,000",6.9
State,Kentucky,2015,"Rate per 1,000",6.7
State,Kentucky,2010,"Rate per 1,000",6.8
State,Kentucky,2012,"Rate per 1,000",7.1
State,Kentucky,2011,"Rate per 1,000",6.3
State,Kentucky,2011,Number,350
State,Kentucky,2015,Number,375
State,Kentucky,2012,Number,398
State,Kentucky,2014,Number,398
State,Kentucky,2014,"Rate per 1,000",7.1
State,Kentucky,2016,"Rate per 1,000",6.7
State,Kentucky,2016,Number,370
State,Kentucky,2017,Number,355
State,Kentucky,2017,"Rate per 1,000",6.5
State,Louisiana,2017,"Rate per 1,000",7.1
State,Louisiana,2017,Number,431
State,Louisiana,2016,Number,503
State,Louisiana,2016,"Rate per 1,000",8
State,Louisiana,2014,"Rate per 1,000",7.5
State,Louisiana,2014,Number,483
State,Louisiana,2012,Number,511
State,Louisiana,2011,Number,510
State,Louisiana,2011,"Rate per 1,000",8.2
State,Louisiana,2012,"Rate per 1,000",8.2
State,Louisiana,2010,"Rate per 1,000",7.6
State,Louisiana,2015,"Rate per 1,000",7.7
State,Louisiana,2015,Number,498
State,Louisiana,2009,"Rate per 1,000",8.7
State,Louisiana,2009,Number,568
State,Louisiana,2010,Number,474
State,Louisiana,2018,"Rate per 1,000",7.6
State,Louisiana,2018,Number,454
State,Louisiana,2013,Number,547
State,Louisiana,2013,"Rate per 1,000",8.7
State,Louisiana,2008,"Rate per 1,000",9.1
State,Louisiana,2008,Number,591
State,Louisiana,2007,Number,608
State,Louisiana,2007,"Rate per 1,000",9.2
State,Louisiana,2006,"Rate per 1,000",9.9
State,Louisiana,2006,Number,629
State,Louisiana,2005,Number,613
State,Louisiana,2005,"Rate per 1,000",10.1
State,Louisiana,2004,"Rate per 1,000",10.5
State,Louisiana,2004,Number,684
State,Louisiana,2003,Number,606
State,Louisiana,2003,"Rate per 1,000",9.3
State,Louisiana,2002,"Rate per 1,000",10.3
State,Louisiana,2002,Number,665
State,Louisiana,2001,Number,643
State,Louisiana,2001,"Rate per 1,000",9.8
State,Louisiana,2000,"Rate per 1,000",9
State,Louisiana,2000,Number,608
State,Louisiana,1998,"Rate per 1,000",9.1
State,Louisiana,1999,Number,621
State,Louisiana,1999,"Rate per 1,000",9.2
State,Louisiana,1998,Number,609
State,Louisiana,1997,Number,630
State,Louisiana,1997,"Rate per 1,000",9.5
State,Louisiana,1995,Number,644
State,Louisiana,1996,"Rate per 1,000",9
State,Louisiana,1996,Number,589
State,Louisiana,1995,"Rate per 1,000",9.8
State,Louisiana,1994,"Rate per 1,000",10.6
State,Louisiana,1994,Number,718
State,Louisiana,1992,"Rate per 1,000",9.4
State,Louisiana,1993,Number,751
State,Louisiana,1993,"Rate per 1,000",10.8
State,Louisiana,1992,Number,668
State,Louisiana,1991,Number,761
State,Louisiana,1991,"Rate per 1,000",10.5
State,Louisiana,1990,"Rate per 1,000",11.1
State,Louisiana,1990,Number,799
State,Maine,1990,Number,108
State,Maine,1990,"Rate per 1,000",6.2
State,Maine,1991,"Rate per 1,000",6.7
State,Maine,1991,Number,113
State,Maine,1992,Number,90
State,Maine,1993,"Rate per 1,000",6.8
State,Maine,1993,Number,102
State,Maine,1992,"Rate per 1,000",5.6
State,Maine,1994,Number,89
State,Maine,1994,"Rate per 1,000",6.2
State,Maine,1995,"Rate per 1,000",6.5
State,Maine,1996,Number,61
State,Maine,1996,"Rate per 1,000",4.4
State,Maine,1995,Number,90
State,Maine,1997,"Rate per 1,000",5.1
State,Maine,1997,Number,70
State,Maine,1998,Number,87
State,Maine,1999,"Rate per 1,000",4.8
State,Maine,1999,Number,66
State,Maine,1998,"Rate per 1,000",6.3
State,Maine,2000,Number,66
State,Maine,2000,"Rate per 1,000",4.9
State,Maine,2001,"Rate per 1,000",6.1
State,Maine,2001,Number,84
State,Maine,2002,Number,59
State,Maine,2002,"Rate per 1,000",4.4
State,Maine,2003,"Rate per 1,000",4.9
State,Maine,2003,Number,68
State,Maine,2004,Number,79
State,Maine,2004,"Rate per 1,000",5.7
State,Maine,2005,"Rate per 1,000",6.9
State,Maine,2005,Number,97
State,Maine,2006,Number,89
State,Maine,2006,"Rate per 1,000",6.3
State,Maine,2007,"Rate per 1,000",6.3
State,Maine,2007,Number,89
State,Maine,2008,Number,75
State,Maine,2008,"Rate per 1,000",5.5
State,Maine,2013,"Rate per 1,000",7
State,Maine,2013,Number,90
State,Maine,2018,Number,67
State,Maine,2018,"Rate per 1,000",5.4
State,Maine,2010,Number,70
State,Maine,2009,Number,76
State,Maine,2009,"Rate per 1,000",5.6
State,Maine,2015,Number,83
State,Maine,2015,"Rate per 1,000",6.6
State,Maine,2010,"Rate per 1,000",5.4
State,Maine,2012,"Rate per 1,000",6.7
State,Maine,2011,"Rate per 1,000",6.5
State,Maine,2011,Number,83
State,Maine,2012,Number,86
State,Maine,2014,Number,85
State,Maine,2014,"Rate per 1,000",6.7
State,Maine,2016,"Rate per 1,000",5.8
State,Maine,2016,Number,74
State,Maine,2017,Number,70
State,Maine,2017,"Rate per 1,000",5.7
State,Maryland,2017,"Rate per 1,000",6.4
State,Maryland,2017,Number,460
State,Maryland,2016,Number,480
State,Maryland,2016,"Rate per 1,000",6.6
State,Maryland,2014,"Rate per 1,000",6.5
State,Maryland,2014,Number,478
State,Maryland,2012,Number,467
State,Maryland,2011,Number,494
State,Maryland,2011,"Rate per 1,000",6.8
State,Maryland,2012,"Rate per 1,000",6.4
State,Maryland,2010,"Rate per 1,000",6.7
State,Maryland,2015,"Rate per 1,000",6.7
State,Maryland,2015,Number,490
State,Maryland,2009,"Rate per 1,000",7.3
State,Maryland,2009,Number,546
State,Maryland,2010,Number,498
State,Maryland,2018,"Rate per 1,000",6.1
State,Maryland,2018,Number,432
State,Maryland,2013,Number,477
State,Maryland,2013,"Rate per 1,000",6.6
State,Maryland,2008,"Rate per 1,000",8
State,Maryland,2008,Number,619
State,Maryland,2007,Number,625
State,Maryland,2007,"Rate per 1,000",8
State,Maryland,2006,Number,616
State,Maryland,2006,"Rate per 1,000",7.9
State,Maryland,2005,Number,547
State,Maryland,2005,"Rate per 1,000",7.3
State,Maryland,2004,"Rate per 1,000",8.4
State,Maryland,2004,Number,630
State,Maryland,2003,Number,617
State,Maryland,2003,"Rate per 1,000",8.2
State,Maryland,2002,"Rate per 1,000",7.5
State,Maryland,2002,Number,551
State,Maryland,2001,Number,594
State,Maryland,2001,"Rate per 1,000",8.1
State,Maryland,2000,"Rate per 1,000",7.6
State,Maryland,2000,Number,562
State,Maryland,1999,Number,601
State,Maryland,1999,"Rate per 1,000",8.4
State,Maryland,1998,"Rate per 1,000",8.6
State,Maryland,1998,Number,616
State,Maryland,1997,Number,616
State,Maryland,1997,"Rate per 1,000",8.8
State,Maryland,1995,Number,647
State,Maryland,1996,"Rate per 1,000",8.5
State,Maryland,1996,Number,606
State,Maryland,1995,"Rate per 1,000",8.9
State,Maryland,1994,"Rate per 1,000",9
State,Maryland,1994,Number,664
State,Maryland,1992,"Rate per 1,000",9.8
State,Maryland,1993,Number,738
State,Maryland,1993,"Rate per 1,000",9.8
State,Maryland,1992,Number,761
State,Maryland,1991,Number,726
State,Maryland,1991,"Rate per 1,000",9.2
State,Maryland,1990,Number,766
State,Maryland,1990,"Rate per 1,000",9.5
State,Massachusetts,1990,"Rate per 1,000",7
State,Massachusetts,1990,Number,650
State,Massachusetts,1991,"Rate per 1,000",6.6
State,Massachusetts,1991,Number,579
State,Massachusetts,1992,Number,569
State,Massachusetts,1993,"Rate per 1,000",6.2
State,Massachusetts,1993,Number,524
State,Massachusetts,1992,"Rate per 1,000",6.5
State,Massachusetts,1994,Number,502
State,Massachusetts,1994,"Rate per 1,000",6
State,Massachusetts,1995,"Rate per 1,000",5.2
State,Massachusetts,1996,Number,402
State,Massachusetts,1996,"Rate per 1,000",5
State,Massachusetts,1995,Number,421
State,Massachusetts,1997,"Rate per 1,000",5.2
State,Massachusetts,1997,Number,421
State,Massachusetts,1998,Number,416
State,Massachusetts,1998,"Rate per 1,000",5.1
State,Massachusetts,1999,"Rate per 1,000",5.2
State,Massachusetts,1999,Number,417
State,Massachusetts,2000,Number,376
State,Massachusetts,2000,"Rate per 1,000",4.6
State,Massachusetts,2001,"Rate per 1,000",5
State,Massachusetts,2001,Number,405
State,Massachusetts,2002,Number,395
State,Massachusetts,2002,"Rate per 1,000",4.9
State,Massachusetts,2003,"Rate per 1,000",4.8
State,Massachusetts,2003,Number,388
State,Massachusetts,2004,Number,380
State,Massachusetts,2004,"Rate per 1,000",4.8
State,Massachusetts,2005,"Rate per 1,000",5.2
State,Massachusetts,2005,Number,396
State,Massachusetts,2006,"Rate per 1,000",4.8
State,Massachusetts,2006,Number,370
State,Massachusetts,2007,"Rate per 1,000",4.9
State,Massachusetts,2007,Number,384
State,Massachusetts,2008,Number,391
State,Massachusetts,2008,"Rate per 1,000",5.1
State,Massachusetts,2013,"Rate per 1,000",4.2
State,Massachusetts,2013,Number,298
State,Massachusetts,2018,Number,290
State,Massachusetts,2018,"Rate per 1,000",4.2
State,Massachusetts,2010,Number,323
State,Massachusetts,2009,Number,379
State,Massachusetts,2009,"Rate per 1,000",5.1
State,Massachusetts,2015,Number,309
State,Massachusetts,2015,"Rate per 1,000",4.3
State,Massachusetts,2010,"Rate per 1,000",4.4
State,Massachusetts,2012,"Rate per 1,000",4.2
State,Massachusetts,2011,"Rate per 1,000",4.2
State,Massachusetts,2011,Number,310
State,Massachusetts,2012,Number,307
State,Massachusetts,2014,Number,315
State,Massachusetts,2014,"Rate per 1,000",4.4
State,Massachusetts,2016,"Rate per 1,000",3.9
State,Massachusetts,2016,Number,279
State,Massachusetts,2017,Number,262
State,Massachusetts,2017,"Rate per 1,000",3.7
State,Michigan,2017,"Rate per 1,000",6.8
State,Michigan,2017,Number,755
State,Michigan,2016,Number,730
State,Michigan,2016,"Rate per 1,000",6.4
State,Michigan,2014,"Rate per 1,000",6.5
State,Michigan,2014,Number,745
State,Michigan,2012,Number,782
State,Michigan,2011,Number,749
State,Michigan,2011,"Rate per 1,000",6.6
State,Michigan,2012,"Rate per 1,000",6.9
State,Michigan,2010,"Rate per 1,000",7.1
State,Michigan,2015,"Rate per 1,000",6.6
State,Michigan,2015,Number,744
State,Michigan,2009,"Rate per 1,000",7.5
State,Michigan,2009,Number,881
State,Michigan,2010,Number,817
State,Michigan,2018,"Rate per 1,000",6.2
State,Michigan,2018,Number,684
State,Michigan,2013,Number,799
State,Michigan,2013,"Rate per 1,000",7
State,Michigan,2008,"Rate per 1,000",7.4
State,Michigan,2008,Number,894
State,Michigan,2007,Number,995
State,Michigan,2007,"Rate per 1,000",7.9
State,Michigan,2006,Number,940
State,Michigan,2006,"Rate per 1,000",7.4
State,Michigan,2005,Number,1012
State,Michigan,2005,"Rate per 1,000",7.9
State,Michigan,2004,"Rate per 1,000",7.6
State,Michigan,2004,Number,984
State,Michigan,2003,Number,1119
State,Michigan,2003,"Rate per 1,000",8.5
State,Michigan,2002,"Rate per 1,000",8.1
State,Michigan,2002,Number,1057
State,Michigan,2001,Number,1069
State,Michigan,2001,"Rate per 1,000",8
State,Michigan,2000,"Rate per 1,000",8.2
State,Michigan,2000,Number,1119
State,Michigan,1999,Number,1077
State,Michigan,1999,"Rate per 1,000",8.1
State,Michigan,1998,"Rate per 1,000",8.2
State,Michigan,1998,Number,1098
State,Michigan,1997,Number,1092
State,Michigan,1997,"Rate per 1,000",8.2
State,Michigan,1995,Number,1114
State,Michigan,1996,"Rate per 1,000",8.1
State,Michigan,1996,Number,1078
State,Michigan,1995,"Rate per 1,000",8.3
State,Michigan,1994,"Rate per 1,000",8.6
State,Michigan,1994,Number,1191
State,Michigan,1992,"Rate per 1,000",10.2
State,Michigan,1993,Number,1326
State,Michigan,1993,"Rate per 1,000",9.5
State,Michigan,1992,Number,1463
State,Michigan,1991,Number,1555
State,Michigan,1991,"Rate per 1,000",10.4
State,Michigan,1990,Number,1641
State,Michigan,1990,"Rate per 1,000",10.7
State,Minnesota,1990,"Rate per 1,000",7.3
State,Minnesota,1990,Number,496
State,Minnesota,1991,"Rate per 1,000",7.5
State,Minnesota,1991,Number,503
State,Minnesota,1992,Number,463
State,Minnesota,1993,"Rate per 1,000",7.5
State,Minnesota,1993,Number,486
State,Minnesota,1992,"Rate per 1,000",7.1
State,Minnesota,1994,Number,452
State,Minnesota,1994,"Rate per 1,000",7
State,Minnesota,1995,"Rate per 1,000",6.7
State,Minnesota,1996,Number,376
State,Minnesota,1996,"Rate per 1,000",5.9
State,Minnesota,1995,Number,426
State,Minnesota,1997,"Rate per 1,000",5.9
State,Minnesota,1997,Number,382
State,Minnesota,1998,Number,386
State,Minnesota,1998,"Rate per 1,000",5.9
State,Minnesota,1999,"Rate per 1,000",6.2
State,Minnesota,1999,Number,408
State,Minnesota,2000,Number,378
State,Minnesota,2000,"Rate per 1,000",5.6
State,Minnesota,2001,"Rate per 1,000",5.3
