LocationType,Location,TimeFrame,DataFormat,Data
State,Minnesota,2001,Number,361
State,Minnesota,2002,Number,364
State,Minnesota,2002,"Rate per 1,000",5.4
State,Minnesota,2003,"Rate per 1,000",4.6
State,Minnesota,2003,Number,324
State,Minnesota,2004,Number,332
State,Minnesota,2004,"Rate per 1,000",4.7
State,Minnesota,2005,"Rate per 1,000",5.1
State,Minnesota,2005,Number,362
State,Minnesota,2006,"Rate per 1,000",5.2
State,Minnesota,2006,Number,381
State,Minnesota,2007,"Rate per 1,000",5.5
State,Minnesota,2007,Number,409
State,Minnesota,2008,Number,434
State,Minnesota,2008,"Rate per 1,000",6
State,Minnesota,2013,"Rate per 1,000",5
State,Minnesota,2013,Number,349
State,Minnesota,2018,Number,342
State,Minnesota,2018,"Rate per 1,000",5.1
State,Minnesota,2010,Number,308
State,Minnesota,2009,Number,326
State,Minnesota,2009,"Rate per 1,000",4.6
State,Minnesota,2015,Number,360
State,Minnesota,2015,"Rate per 1,000",5.2
State,Minnesota,2010,"Rate per 1,000",4.5
State,Minnesota,2012,"Rate per 1,000",5
State,Minnesota,2011,"Rate per 1,000",4.8
State,Minnesota,2011,Number,326
State,Minnesota,2012,Number,347
State,Minnesota,2014,Number,352
State,Minnesota,2014,"Rate per 1,000",5
State,Minnesota,2016,"Rate per 1,000",5.1
State,Minnesota,2016,Number,356
State,Minnesota,2017,Number,328
State,Minnesota,2017,"Rate per 1,000",4.8
State,Mississippi,2017,"Rate per 1,000",8.6
State,Mississippi,2017,Number,322
State,Mississippi,2016,Number,325
State,Mississippi,2016,"Rate per 1,000",8.6
State,Mississippi,2014,"Rate per 1,000",8.2
State,Mississippi,2014,Number,319
State,Mississippi,2012,Number,341
State,Mississippi,2011,Number,374
State,Mississippi,2011,"Rate per 1,000",9.4
State,Mississippi,2012,"Rate per 1,000",8.8
State,Mississippi,2010,"Rate per 1,000",9.7
State,Mississippi,2015,"Rate per 1,000",9.3
State,Mississippi,2015,Number,356
State,Mississippi,2009,"Rate per 1,000",10
State,Mississippi,2009,Number,431
State,Mississippi,2010,Number,387
State,Mississippi,2018,"Rate per 1,000",8.3
State,Mississippi,2018,Number,306
State,Mississippi,2013,Number,373
State,Mississippi,2013,"Rate per 1,000",9.7
State,Mississippi,2008,"Rate per 1,000",10
State,Mississippi,2008,Number,448
State,Mississippi,2007,Number,467
State,Mississippi,2007,"Rate per 1,000",10
State,Mississippi,2006,Number,488
State,Mississippi,2006,"Rate per 1,000",10.6
State,Mississippi,2005,Number,481
State,Mississippi,2005,"Rate per 1,000",11.3
State,Mississippi,2004,"Rate per 1,000",9.8
State,Mississippi,2004,Number,420
State,Mississippi,2003,"Rate per 1,000",10.7
State,Mississippi,2003,Number,455
State,Mississippi,2002,"Rate per 1,000",10.3
State,Mississippi,2002,Number,428
State,Mississippi,2001,Number,445
State,Mississippi,2001,"Rate per 1,000",10.5
State,Mississippi,2000,"Rate per 1,000",10.7
State,Mississippi,2000,Number,470
State,Mississippi,1999,Number,433
State,Mississippi,1999,"Rate per 1,000",10.1
State,Mississippi,1998,"Rate per 1,000",10.1
State,Mississippi,1998,Number,435
State,Mississippi,1997,Number,442
State,Mississippi,1997,"Rate per 1,000",10.6
State,Mississippi,1996,"Rate per 1,000",11
State,Mississippi,1996,Number,452
State,Mississippi,1995,Number,436
State,Mississippi,1995,"Rate per 1,000",10.5
State,Mississippi,1994,"Rate per 1,000",11
State,Mississippi,1994,Number,460
State,Mississippi,1992,"Rate per 1,000",11.9
State,Mississippi,1993,Number,484
State,Mississippi,1993,"Rate per 1,000",11.5
State,Mississippi,1992,Number,509
State,Mississippi,1991,Number,494
State,Mississippi,1991,"Rate per 1,000",11.4
State,Mississippi,1990,Number,529
State,Mississippi,1990,"Rate per 1,000",12.1
State,Missouri,1990,"Rate per 1,000",9.4
State,Missouri,1990,Number,748
State,Missouri,1991,"Rate per 1,000",10.2
State,Missouri,1991,Number,806
State,Missouri,1992,Number,649
State,Missouri,1993,"Rate per 1,000",8.4
State,Missouri,1993,Number,633
State,Missouri,1992,"Rate per 1,000",8.5
State,Missouri,1994,Number,597
State,Missouri,1994,"Rate per 1,000",8.1
State,Missouri,1995,"Rate per 1,000",7.4
State,Missouri,1995,Number,541
State,Missouri,1996,Number,560
State,Missouri,1996,"Rate per 1,000",7.6
State,Missouri,1997,"Rate per 1,000",7.6
State,Missouri,1997,Number,564
State,Missouri,1998,Number,577
State,Missouri,1998,"Rate per 1,000",7.7
State,Missouri,1999,"Rate per 1,000",7.8
State,Missouri,1999,Number,585
State,Missouri,2000,Number,547
State,Missouri,2000,"Rate per 1,000",7.2
State,Missouri,2001,"Rate per 1,000",7.4
State,Missouri,2001,Number,558
State,Missouri,2002,Number,637
State,Missouri,2002,"Rate per 1,000",8.5
State,Missouri,2003,Number,610
State,Missouri,2003,"Rate per 1,000",7.9
State,Missouri,2004,Number,584
State,Missouri,2004,"Rate per 1,000",7.5
State,Missouri,2005,"Rate per 1,000",7.5
State,Missouri,2005,Number,590
State,Missouri,2006,"Rate per 1,000",7.4
State,Missouri,2006,Number,603
State,Missouri,2007,"Rate per 1,000",7.5
State,Missouri,2007,Number,613
State,Missouri,2008,Number,585
State,Missouri,2008,"Rate per 1,000",7.2
State,Missouri,2013,"Rate per 1,000",6.5
State,Missouri,2013,Number,491
State,Missouri,2018,Number,460
State,Missouri,2018,"Rate per 1,000",6.3
State,Missouri,2010,Number,507
State,Missouri,2009,Number,565
State,Missouri,2009,"Rate per 1,000",7.2
State,Missouri,2015,Number,490
State,Missouri,2015,"Rate per 1,000",6.5
State,Missouri,2010,"Rate per 1,000",6.6
State,Missouri,2012,"Rate per 1,000",6.6
State,Missouri,2011,"Rate per 1,000",6.4
State,Missouri,2011,Number,485
State,Missouri,2012,Number,500
State,Missouri,2014,Number,457
State,Missouri,2014,"Rate per 1,000",6.1
State,Missouri,2016,"Rate per 1,000",6.5
State,Missouri,2016,Number,488
State,Missouri,2017,Number,456
State,Missouri,2017,"Rate per 1,000",6.2
State,Montana,2017,"Rate per 1,000",5.4
State,Montana,2017,Number,64
State,Montana,2016,Number,72
State,Montana,2016,"Rate per 1,000",5.9
State,Montana,2014,"Rate per 1,000",5.5
State,Montana,2014,Number,68
State,Montana,2012,Number,71
State,Montana,2011,Number,71
State,Montana,2011,"Rate per 1,000",5.9
State,Montana,2012,"Rate per 1,000",5.9
State,Montana,2010,"Rate per 1,000",5.9
State,Montana,2015,"Rate per 1,000",6
State,Montana,2015,Number,75
State,Montana,2009,"Rate per 1,000",5.9
State,Montana,2009,Number,72
State,Montana,2010,Number,71
State,Montana,2018,"Rate per 1,000",4.8
State,Montana,2018,Number,55
State,Montana,2013,Number,70
State,Montana,2013,"Rate per 1,000",5.7
State,Montana,2008,"Rate per 1,000",6.8
State,Montana,2008,Number,86
State,Montana,2007,Number,79
State,Montana,2007,"Rate per 1,000",6.4
State,Montana,2006,Number,73
State,Montana,2006,"Rate per 1,000",5.8
State,Montana,2005,Number,81
State,Montana,2005,"Rate per 1,000",7
State,Montana,2004,"Rate per 1,000",4.5
State,Montana,2004,Number,52
State,Montana,2003,"Rate per 1,000",6.8
State,Montana,2003,Number,78
State,Montana,2002,"Rate per 1,000",7.5
State,Montana,2002,Number,83
State,Montana,2001,Number,74
State,Montana,2001,"Rate per 1,000",6.7
State,Montana,2000,"Rate per 1,000",6.1
State,Montana,2000,Number,67
State,Montana,1999,Number,72
State,Montana,1999,"Rate per 1,000",6.7
State,Montana,1998,"Rate per 1,000",7.4
State,Montana,1998,Number,80
State,Montana,1997,Number,75
State,Montana,1997,"Rate per 1,000",6.9
State,Montana,1996,"Rate per 1,000",7
State,Montana,1996,Number,76
State,Montana,1995,Number,78
State,Montana,1995,"Rate per 1,000",7
State,Montana,1994,"Rate per 1,000",7.4
State,Montana,1994,Number,82
State,Montana,1992,"Rate per 1,000",7.5
State,Montana,1993,Number,84
State,Montana,1993,"Rate per 1,000",7.4
State,Montana,1992,Number,86
State,Montana,1991,Number,81
State,Montana,1991,"Rate per 1,000",7
State,Montana,1990,Number,105
State,Montana,1990,"Rate per 1,000",9
State,Nebraska,1990,"Rate per 1,000",8.3
State,Nebraska,1990,Number,202
State,Nebraska,1991,"Rate per 1,000",7.6
State,Nebraska,1991,Number,182
State,Nebraska,1992,Number,172
State,Nebraska,1993,"Rate per 1,000",9.1
State,Nebraska,1993,Number,212
State,Nebraska,1992,"Rate per 1,000",7.4
State,Nebraska,1994,Number,179
State,Nebraska,1994,"Rate per 1,000",7.7
State,Nebraska,1995,"Rate per 1,000",7.4
State,Nebraska,1995,Number,173
State,Nebraska,1996,Number,203
State,Nebraska,1996,"Rate per 1,000",8.7
State,Nebraska,1997,"Rate per 1,000",7.4
State,Nebraska,1997,Number,173
State,Nebraska,1998,Number,172
State,Nebraska,1998,"Rate per 1,000",7.3
State,Nebraska,1999,"Rate per 1,000",6.8
State,Nebraska,1999,Number,163
State,Nebraska,2000,Number,180
State,Nebraska,2000,"Rate per 1,000",7.3
State,Nebraska,2001,"Rate per 1,000",6.8
State,Nebraska,2001,Number,168
State,Nebraska,2002,Number,178
State,Nebraska,2002,"Rate per 1,000",7
State,Nebraska,2003,Number,141
State,Nebraska,2003,"Rate per 1,000",5.4
State,Nebraska,2004,Number,173
State,Nebraska,2004,"Rate per 1,000",6.6
State,Nebraska,2005,"Rate per 1,000",5.6
State,Nebraska,2005,Number,147
State,Nebraska,2006,"Rate per 1,000",5.6
State,Nebraska,2006,Number,149
State,Nebraska,2007,"Rate per 1,000",6.8
State,Nebraska,2007,Number,182
State,Nebraska,2008,Number,146
State,Nebraska,2008,"Rate per 1,000",5.4
State,Nebraska,2013,"Rate per 1,000",5.3
State,Nebraska,2013,Number,139
State,Nebraska,2018,Number,149
State,Nebraska,2018,"Rate per 1,000",5.8
State,Nebraska,2010,Number,136
State,Nebraska,2009,Number,146
State,Nebraska,2009,"Rate per 1,000",5.4
State,Nebraska,2015,Number,153
State,Nebraska,2015,"Rate per 1,000",5.7
State,Nebraska,2010,"Rate per 1,000",5.2
State,Nebraska,2012,"Rate per 1,000",4.7
State,Nebraska,2011,"Rate per 1,000",5.6
State,Nebraska,2011,Number,143
State,Nebraska,2012,Number,121
State,Nebraska,2014,Number,136
State,Nebraska,2014,"Rate per 1,000",5.1
State,Nebraska,2016,"Rate per 1,000",6.2
State,Nebraska,2016,Number,164
State,Nebraska,2017,Number,144
State,Nebraska,2017,"Rate per 1,000",5.6
State,Nevada,2017,"Rate per 1,000",5.8
State,Nevada,2017,Number,208
State,Nevada,2016,Number,207
State,Nevada,2016,"Rate per 1,000",5.7
State,Nevada,2014,"Rate per 1,000",5.5
State,Nevada,2014,Number,196
State,Nevada,2012,Number,169
State,Nevada,2011,Number,201
State,Nevada,2011,"Rate per 1,000",5.7
State,Nevada,2012,"Rate per 1,000",4.8
State,Nevada,2010,"Rate per 1,000",5.6
State,Nevada,2015,"Rate per 1,000",5.2
State,Nevada,2015,Number,190
State,Nevada,2009,"Rate per 1,000",5.8
State,Nevada,2009,Number,220
State,Nevada,2010,Number,201
State,Nevada,2018,"Rate per 1,000",6.1
State,Nevada,2018,Number,217
State,Nevada,2013,Number,191
State,Nevada,2013,"Rate per 1,000",5.5
State,Nevada,2008,"Rate per 1,000",5.3
State,Nevada,2008,Number,211
State,Nevada,2007,Number,262
State,Nevada,2007,"Rate per 1,000",6.4
State,Nevada,2006,Number,257
State,Nevada,2006,"Rate per 1,000",6.4
State,Nevada,2005,Number,215
State,Nevada,2005,"Rate per 1,000",5.8
State,Nevada,2004,"Rate per 1,000",6.4
State,Nevada,2004,Number,225
State,Nevada,2003,"Rate per 1,000",5.7
State,Nevada,2003,Number,192
State,Nevada,2002,"Rate per 1,000",6
State,Nevada,2002,Number,197
State,Nevada,2001,Number,180
State,Nevada,2001,"Rate per 1,000",5.7
State,Nevada,2000,Number,201
State,Nevada,2000,"Rate per 1,000",6.5
State,Nevada,1999,Number,193
State,Nevada,1999,"Rate per 1,000",6.6
State,Nevada,1998,"Rate per 1,000",7
State,Nevada,1998,Number,200
State,Nevada,1997,Number,175
State,Nevada,1997,"Rate per 1,000",6.5
State,Nevada,1996,"Rate per 1,000",6.2
State,Nevada,1996,Number,161
State,Nevada,1995,Number,144
State,Nevada,1995,"Rate per 1,000",5.7
State,Nevada,1994,"Rate per 1,000",6.5
State,Nevada,1994,Number,156
State,Nevada,1993,Number,150
State,Nevada,1993,"Rate per 1,000",6.7
State,Nevada,1992,"Rate per 1,000",6.7
State,Nevada,1992,Number,151
State,Nevada,1991,Number,202
State,Nevada,1991,"Rate per 1,000",9.2
State,Nevada,1990,Number,181
State,Nevada,1990,"Rate per 1,000",8.4
State,New Hampshire,1990,"Rate per 1,000",7.1
State,New Hampshire,1990,Number,125
State,New Hampshire,1991,"Rate per 1,000",6.1
State,New Hampshire,1991,Number,99
State,New Hampshire,1992,Number,94
State,New Hampshire,1992,"Rate per 1,000",5.9
State,New Hampshire,1993,"Rate per 1,000",5.6
State,New Hampshire,1993,Number,87
State,New Hampshire,1994,Number,94
State,New Hampshire,1994,"Rate per 1,000",6.2
State,New Hampshire,1995,"Rate per 1,000",5.5
State,New Hampshire,1995,Number,81
State,New Hampshire,1996,Number,72
State,New Hampshire,1996,"Rate per 1,000",5
State,New Hampshire,1997,"Rate per 1,000",4.3
State,New Hampshire,1997,Number,62
State,New Hampshire,1998,Number,63
State,New Hampshire,1998,"Rate per 1,000",4.4
State,New Hampshire,1999,"Rate per 1,000",5.8
State,New Hampshire,1999,Number,82
State,New Hampshire,2000,"Rate per 1,000",5.7
State,New Hampshire,2000,Number,84
State,New Hampshire,2001,"Rate per 1,000",3.8
State,New Hampshire,2001,Number,56
State,New Hampshire,2002,Number,72
State,New Hampshire,2002,"Rate per 1,000",5
State,New Hampshire,2003,Number,57
State,New Hampshire,2003,"Rate per 1,000",4
State,New Hampshire,2004,Number,81
State,New Hampshire,2004,"Rate per 1,000",5.6
State,New Hampshire,2005,"Rate per 1,000",5.3
State,New Hampshire,2005,Number,76
State,New Hampshire,2006,"Rate per 1,000",6.1
State,New Hampshire,2006,Number,87
State,New Hampshire,2007,"Rate per 1,000",5.4
State,New Hampshire,2007,Number,76
State,New Hampshire,2008,Number,54
State,New Hampshire,2008,"Rate per 1,000",3.9
State,New Hampshire,2013,"Rate per 1,000",5.6
State,New Hampshire,2013,Number,70
State,New Hampshire,2018,Number,43
State,New Hampshire,2018,"Rate per 1,000",3.6
State,New Hampshire,2010,Number,51
State,New Hampshire,2009,Number,65
State,New Hampshire,2009,"Rate per 1,000",4.9
State,New Hampshire,2015,Number,52
State,New Hampshire,2015,"Rate per 1,000",4.2
State,New Hampshire,2010,"Rate per 1,000",4
State,New Hampshire,2012,"Rate per 1,000",4.2
State,New Hampshire,2011,"Rate per 1,000",4.7
State,New Hampshire,2011,Number,61
State,New Hampshire,2012,Number,52
State,New Hampshire,2014,Number,53
State,New Hampshire,2014,"Rate per 1,000",4.3
State,New Hampshire,2016,"Rate per 1,000",3.7
State,New Hampshire,2016,Number,45
State,New Hampshire,2017,Number,51
State,New Hampshire,2017,"Rate per 1,000",4.2
State,New Jersey,2017,"Rate per 1,000",4.5
State,New Jersey,2017,Number,453
State,New Jersey,2016,Number,421
State,New Jersey,2016,"Rate per 1,000",4.1
State,New Jersey,2014,"Rate per 1,000",4.4
State,New Jersey,2014,Number,454
State,New Jersey,2012,Number,459
State,New Jersey,2011,Number,538
State,New Jersey,2011,"Rate per 1,000",5.1
State,New Jersey,2012,"Rate per 1,000",4.4
State,New Jersey,2010,"Rate per 1,000",4.8
State,New Jersey,2015,"Rate per 1,000",4.7
State,New Jersey,2015,Number,487
State,New Jersey,2009,"Rate per 1,000",5.1
State,New Jersey,2009,Number,566
State,New Jersey,2010,Number,514
State,New Jersey,2018,"Rate per 1,000",3.9
State,New Jersey,2018,Number,390
State,New Jersey,2013,Number,460
State,New Jersey,2013,"Rate per 1,000",4.5
State,New Jersey,2008,"Rate per 1,000",5.6
State,New Jersey,2008,Number,626
State,New Jersey,2007,Number,601
State,New Jersey,2007,"Rate per 1,000",5.2
State,New Jersey,2006,Number,632
State,New Jersey,2006,"Rate per 1,000",5.5
State,New Jersey,2005,Number,595
State,New Jersey,2005,"Rate per 1,000",5.2
State,New Jersey,2004,"Rate per 1,000",5.6
State,New Jersey,2004,Number,651
State,New Jersey,2003,"Rate per 1,000",5.7
State,New Jersey,2003,Number,661
State,New Jersey,2002,"Rate per 1,000",5.7
State,New Jersey,2002,Number,655
State,New Jersey,2001,Number,747
State,New Jersey,2001,"Rate per 1,000",6.5
State,New Jersey,2000,Number,733
State,New Jersey,2000,"Rate per 1,000",6.3
State,New Jersey,1999,Number,766
State,New Jersey,1999,"Rate per 1,000",6.7
State,New Jersey,1998,"Rate per 1,000",6.4
State,New Jersey,1998,Number,734
State,New Jersey,1997,Number,719
State,New Jersey,1997,"Rate per 1,000",6.3
State,New Jersey,1996,"Rate per 1,000",6.9
State,New Jersey,1996,Number,785
State,New Jersey,1995,Number,761
State,New Jersey,1995,"Rate per 1,000",6.6
State,New Jersey,1994,"Rate per 1,000",7.7
State,New Jersey,1994,Number,910
State,New Jersey,1993,Number,977
State,New Jersey,1993,"Rate per 1,000",8.3
State,New Jersey,1992,"Rate per 1,000",8.4
State,New Jersey,1992,Number,1002
State,New Jersey,1991,Number,1054
State,New Jersey,1991,"Rate per 1,000",8.7
State,New Jersey,1990,Number,1102
State,New Jersey,1990,"Rate per 1,000",9
State,New Mexico,1990,"Rate per 1,000",9
State,New Mexico,1990,Number,246
State,New Mexico,1991,"Rate per 1,000",8.1
State,New Mexico,1991,Number,225
State,New Mexico,1992,Number,211
State,New Mexico,1992,"Rate per 1,000",7.6
State,New Mexico,1993,"Rate per 1,000",8.4
State,New Mexico,1993,Number,235
State,New Mexico,1994,Number,229
State,New Mexico,1994,"Rate per 1,000",8.3
State,New Mexico,1995,"Rate per 1,000",6.2
State,New Mexico,1995,Number,166
State,New Mexico,1996,Number,170
State,New Mexico,1996,"Rate per 1,000",6.2
State,New Mexico,1997,"Rate per 1,000",6.1
State,New Mexico,1997,Number,164
State,New Mexico,1998,Number,197
State,New Mexico,1998,"Rate per 1,000",7.2
State,New Mexico,1999,"Rate per 1,000",6.9
State,New Mexico,1999,Number,188
State,New Mexico,2000,"Rate per 1,000",6.6
State,New Mexico,2000,Number,180
State,New Mexico,2001,"Rate per 1,000",6.4
State,New Mexico,2001,Number,174
State,New Mexico,2002,Number,174
State,New Mexico,2002,"Rate per 1,000",6.3
State,New Mexico,2003,Number,160
State,New Mexico,2003,"Rate per 1,000",5.8
State,New Mexico,2004,Number,179
State,New Mexico,2004,"Rate per 1,000",6.3
State,New Mexico,2005,"Rate per 1,000",6.1
State,New Mexico,2005,Number,177
State,New Mexico,2006,"Rate per 1,000",5.8
State,New Mexico,2006,Number,173
State,New Mexico,2007,"Rate per 1,000",6.3
State,New Mexico,2007,Number,192
State,New Mexico,2008,Number,169
State,New Mexico,2008,"Rate per 1,000",5.6
State,New Mexico,2013,"Rate per 1,000",5.5
State,New Mexico,2013,Number,144
State,New Mexico,2018,Number,131
State,New Mexico,2018,"Rate per 1,000",5.7
State,New Mexico,2010,Number,157
State,New Mexico,2009,Number,153
State,New Mexico,2009,"Rate per 1,000",5.3
State,New Mexico,2015,Number,131
State,New Mexico,2015,"Rate per 1,000",5.1
State,New Mexico,2010,"Rate per 1,000",5.6
State,New Mexico,2012,"Rate per 1,000",6.9
State,New Mexico,2011,"Rate per 1,000",5.4
State,New Mexico,2011,Number,148
State,New Mexico,2012,Number,186
State,New Mexico,2014,Number,141
State,New Mexico,2014,"Rate per 1,000",5.4
State,New Mexico,2016,"Rate per 1,000",6.2
State,New Mexico,2016,Number,154
State,New Mexico,2017,Number,140
State,New Mexico,2017,"Rate per 1,000",5.9
State,New York,2017,"Rate per 1,000",4.6
State,New York,2017,Number,1047
State,New York,2016,Number,1047
State,New York,2016,"Rate per 1,000",4.5
State,New York,2014,"Rate per 1,000",4.6
State,New York,2014,Number,1110
State,New York,2012,Number,1210
State,New York,2011,Number,1223
State,New York,2011,"Rate per 1,000",5.1
State,New York,2012,"Rate per 1,000",5
State,New York,2010,"Rate per 1,000",5.1
State,New York,2015,"Rate per 1,000",4.6
State,New York,2015,Number,1087
State,New York,2009,"Rate per 1,000",5.3
State,New York,2009,Number,1323
State,New York,2010,Number,1243
State,New York,2018,"Rate per 1,000",4.3
State,New York,2018,Number,974
State,New York,2013,"Rate per 1,000",4.9
State,New York,2013,Number,1167
State,New York,2008,"Rate per 1,000",5.5
State,New York,2008,Number,1374
State,New York,2007,Number,1412
State,New York,2007,"Rate per 1,000",5.6
State,New York,2006,Number,1407
State,New York,2006,"Rate per 1,000",5.6
State,New York,2005,Number,1431
State,New York,2005,"Rate per 1,000",5.8
State,New York,2004,"Rate per 1,000",6.1
State,New York,2004,Number,1518
State,New York,2003,"Rate per 1,000",6
State,New York,2003,Number,1533
State,New York,2002,"Rate per 1,000",6
State,New York,2002,Number,1519
State,New York,2001,Number,1482
State,New York,2001,"Rate per 1,000",5.8
State,New York,2000,Number,1656
State,New York,2000,"Rate per 1,000",6.4
State,New York,1999,Number,1627
State,New York,1999,"Rate per 1,000",6.4
State,New York,1998,"Rate per 1,000",6.3
State,New York,1998,Number,1623
State,New York,1997,"Rate per 1,000",6.7
State,New York,1997,Number,1727
State,New York,1996,"Rate per 1,000",7
State,New York,1996,Number,1837
State,New York,1995,Number,2085
State,New York,1995,"Rate per 1,000",7.7
State,New York,1994,"Rate per 1,000",7.8
State,New York,1994,Number,2169
State,New York,1993,Number,2371
State,New York,1993,"Rate per 1,000",8.4
State,New York,1992,"Rate per 1,000",8.8
State,New York,1992,Number,2532
State,New York,1991,Number,2753
State,New York,1991,"Rate per 1,000",9.4
State,New York,1990,Number,2851
State,New York,1990,"Rate per 1,000",9.6
State,North Carolina,1990,"Rate per 1,000",10.6
State,North Carolina,1990,Number,1109
State,North Carolina,1991,"Rate per 1,000",10.8
State,North Carolina,1991,Number,1106
State,North Carolina,1992,Number,1038
State,North Carolina,1992,"Rate per 1,000",10
State,North Carolina,1993,"Rate per 1,000",10.5
State,North Carolina,1993,Number,1066
State,North Carolina,1994,Number,1017
State,North Carolina,1994,"Rate per 1,000",10
State,North Carolina,1995,"Rate per 1,000",9.2
State,North Carolina,1995,Number,933
State,North Carolina,1996,Number,957
State,North Carolina,1996,"Rate per 1,000",9.2
State,North Carolina,1997,Number,985
State,North Carolina,1997,"Rate per 1,000",9.2
State,North Carolina,1998,Number,1038
State,North Carolina,1998,"Rate per 1,000",9.3
State,North Carolina,1999,"Rate per 1,000",9.1
State,North Carolina,1999,Number,1038
State,North Carolina,2000,"Rate per 1,000",8.6
State,North Carolina,2000,Number,1038
State,North Carolina,2001,"Rate per 1,000",8.5
State,North Carolina,2001,Number,1009
State,North Carolina,2002,Number,959
State,North Carolina,2002,"Rate per 1,000",8.2
State,North Carolina,2003,Number,972
State,North Carolina,2003,"Rate per 1,000",8.2
State,North Carolina,2004,Number,1053
State,North Carolina,2004,"Rate per 1,000",8.8
State,North Carolina,2005,"Rate per 1,000",8.8
State,North Carolina,2005,Number,1083
State,North Carolina,2006,"Rate per 1,000",8.1
State,North Carolina,2006,Number,1033
State,North Carolina,2007,"Rate per 1,000",8.5
State,North Carolina,2007,Number,1112
State,North Carolina,2008,Number,1073
State,North Carolina,2008,"Rate per 1,000",8.2
State,North Carolina,2013,Number,832
State,North Carolina,2013,"Rate per 1,000",7
State,North Carolina,2018,Number,797
State,North Carolina,2018,"Rate per 1,000",6.7
State,North Carolina,2010,Number,858
State,North Carolina,2009,Number,1004
State,North Carolina,2009,"Rate per 1,000",7.9
State,North Carolina,2015,"Rate per 1,000",7.3
State,North Carolina,2010,"Rate per 1,000",7
State,North Carolina,2012,"Rate per 1,000",7.4
State,North Carolina,2011,"Rate per 1,000",7.2
State,North Carolina,2011,Number,870
State,North Carolina,2015,Number,884
State,North Carolina,2012,Number,885
State,North Carolina,2014,Number,857
State,North Carolina,2014,"Rate per 1,000",7.1
State,North Carolina,2016,"Rate per 1,000",7.2
State,North Carolina,2016,Number,870
State,North Carolina,2017,Number,847
State,North Carolina,2017,"Rate per 1,000",7.1
State,North Dakota,2017,"Rate per 1,000",4.3
State,North Dakota,2017,Number,46
State,North Dakota,2016,Number,74
State,North Dakota,2016,"Rate per 1,000",6.5
State,North Dakota,2014,"Rate per 1,000",5
State,North Dakota,2014,Number,57
State,North Dakota,2012,Number,63
State,North Dakota,2011,Number,61
State,North Dakota,2011,"Rate per 1,000",6.4
State,North Dakota,2012,"Rate per 1,000",6.2
State,North Dakota,2010,"Rate per 1,000",6.8
State,North Dakota,2015,"Rate per 1,000",7.2
State,North Dakota,2015,Number,81
State,North Dakota,2009,"Rate per 1,000",6.1
State,North Dakota,2009,Number,55
State,North Dakota,2010,Number,62
State,North Dakota,2018,"Rate per 1,000",5.5
State,North Dakota,2018,Number,59
State,North Dakota,2013,"Rate per 1,000",6.1
State,North Dakota,2013,Number,65
State,North Dakota,2008,"Rate per 1,000",5.8
State,North Dakota,2008,Number,52
State,North Dakota,2007,Number,66
State,North Dakota,2007,"Rate per 1,000",7.5
State,North Dakota,2006,Number,50
State,North Dakota,2006,"Rate per 1,000",5.8
State,North Dakota,2005,Number,50
State,North Dakota,2005,"Rate per 1,000",6
State,North Dakota,2004,"Rate per 1,000",5.6
State,North Dakota,2004,Number,46
State,North Dakota,2003,"Rate per 1,000",7.3
State,North Dakota,2003,Number,58
State,North Dakota,2002,"Rate per 1,000",6.3
State,North Dakota,2002,Number,49
State,North Dakota,2001,Number,67
State,North Dakota,2001,"Rate per 1,000",8.8
State,North Dakota,2000,Number,62
State,North Dakota,2000,"Rate per 1,000",8.1
State,North Dakota,1999,Number,52
State,North Dakota,1999,"Rate per 1,000",6.8
State,North Dakota,1998,"Rate per 1,000",8.6
State,North Dakota,1998,Number,68
State,North Dakota,1997,"Rate per 1,000",6.2
State,North Dakota,1997,Number,52
State,North Dakota,1996,"Rate per 1,000",5.3
State,North Dakota,1996,Number,44
State,North Dakota,1995,Number,61
State,North Dakota,1995,"Rate per 1,000",7.2
State,North Dakota,1994,"Rate per 1,000",7.2
State,North Dakota,1994,Number,62
State,North Dakota,1993,Number,69
State,North Dakota,1993,"Rate per 1,000",7.9
State,North Dakota,1992,"Rate per 1,000",7.8
State,North Dakota,1992,Number,69
State,North Dakota,1991,Number,72
State,North Dakota,1991,"Rate per 1,000",8.1
State,North Dakota,1990,Number,74
State,North Dakota,1990,"Rate per 1,000",8
State,Ohio,1990,"Rate per 1,000",9.8
State,Ohio,1990,Number,1640
State,Ohio,1991,"Rate per 1,000",9.4
State,Ohio,1991,Number,1559
State,Ohio,1992,Number,1530
State,Ohio,1992,"Rate per 1,000",9.4
State,Ohio,1993,"Rate per 1,000",9.2
State,Ohio,1993,Number,1460
State,Ohio,1994,Number,1362
State,Ohio,1994,"Rate per 1,000",8.7
State,Ohio,1995,"Rate per 1,000",8.7
State,Ohio,1995,Number,1346
State,Ohio,1996,Number,1168
State,Ohio,1996,"Rate per 1,000",7.7
State,Ohio,1997,Number,1189
State,Ohio,1997,"Rate per 1,000",7.8
State,Ohio,1998,Number,1221
State,Ohio,1998,"Rate per 1,000",8
State,Ohio,1999,"Rate per 1,000",8.2
State,Ohio,1999,Number,1244
State,Ohio,2000,"Rate per 1,000",7.6
State,Ohio,2000,Number,1187
State,Ohio,2001,"Rate per 1,000",7.7
State,Ohio,2001,Number,1161
State,Ohio,2002,Number,1180
State,Ohio,2002,"Rate per 1,000",7.9
State,Ohio,2003,Number,1159
